"","id","group","age","gender","ic_scoops","ic_rt","ffmq.X1","ffmq.X2","ffmq.X3","ffmq.X4","ffmq.X5","ffmq.X6","ffmq.X7","ffmq.X8","ffmq.X9","ffmq.X10","ffmq.X11","ffmq.X12","ffmq.X13","ffmq.X14","ffmq.X15","ffmq.X16","ffmq.X17","ffmq.X18","ffmq.X19","ffmq.X20","ffmq.X21","ffmq.X22","ffmq.X23","ffmq.X24","ffmq.X25","ffmq.X26","ffmq.X27","ffmq.X28","ffmq.X29","ffmq.X30","ffmq.X31","ffmq.X32","ffmq.X33","ffmq.X34","ffmq.X35","ffmq.X36","ffmq.X37","ffmq.X38","ffmq.X39"
"129", 924,1,26.89169,"m",23.601182,410.7723,2,5,5,3,3,4,4,4,3,3,2,5,5,5,4,5,5,4,2,3,3,5,5,3,5,3,5,5,2,5,4,5,5,3,5,4,3,5,4
"130", 866,1,44.12124,"m",15.547891,369.4577,1,3,3,4,5,2,3,4,3,3,1,3,4,4,2,3,3,4,2,1,3,2,5,2,4,2,5,5,4,4,1,4,3,5,2,3,3,4,4
"131", 500,1,29.62566,"m",26.579932,387.1072,4,5,5,3,3,1,5,5,2,3,2,5,5,2,2,5,4,5,3,1,2,5,5,2,4,1,5,5,4,4,1,5,2,5,3,1,5,5,3
"132", 430,1,49.05546,"m",17.278122,495.8414,2,5,5,4,4,3,5,4,4,3,4,5,2,5,4,3,4,3,4,3,3,5,3,5,2,3,5,3,1,4,2,5,3,3,1,1,5,3,3
"133", 686,1,26.53268,"m",27.075065,345.2223,1,5,4,4,3,1,5,3,5,5,3,4,5,2,2,3,3,2,2,1,4,4,3,4,4,2,5,5,4,4,1,4,3,4,2,1,2,5,4
"134", 393,1,49.76945,"f",16.677047,430.9477,2,4,1,4,3,2,2,5,4,1,3,4,5,2,2,2,2,5,4,3,4,3,5,5,2,1,4,5,3,1,3,3,3,2,1,1,3,5,3
"135", 762,1,32.01505,"m",16.858223,413.4887,1,5,5,4,2,3,4,3,3,3,3,5,3,5,2,5,3,2,3,4,5,5,2,3,5,4,5,5,5,3,3,5,3,2,5,2,5,3,3
"136", 448,1,42.42004,"m",18.609642,399.3541,2,5,2,3,5,3,4,4,4,1,1,5,4,1,2,4,1,3,4,2,3,4,5,3,1,2,5,5,4,1,2,5,4,4,2,2,5,4,2
"137",  57,1,47.63743,"m",20.119818,462.2051,1,2,1,2,3,3,2,3,3,2,1,2,3,2,1,2,1,2,5,1,2,2,3,2,1,1,3,3,5,3,2,2,5,2,1,1,3,2,1
"138", 557,1,54.04757,"f",16.147398,342.5217,1,4,4,3,4,1,4,4,1,4,1,2,3,4,1,4,4,3,3,1,1,5,4,2,4,1,4,4,3,3,1,4,1,3,4,1,3,3,5
"139", 211,1,32.18013,"f", 9.015808,412.1281,3,4,3,1,3,1,3,4,1,4,2,4,4,3,1,4,3,3,2,2,3,4,4,2,2,1,3,5,3,4,1,3,2,4,5,1,5,4,3
"140",   3,1,47.05544,"f",16.709140,317.4217,3,5,2,3,4,1,4,3,1,2,1,4,4,3,1,5,2,4,4,1,2,5,5,2,3,1,5,4,5,1,1,4,3,3,2,1,5,5,1
"141", 994,1,48.24196,"f",20.487320,364.0576,3,5,5,3,5,2,5,4,2,4,2,4,4,5,2,4,3,5,1,1,2,3,4,2,4,3,2,4,3,5,1,5,3,5,5,4,4,4,5
"142", 421,1,33.95358,"f",18.262888,410.8731,3,5,1,5,4,4,3,4,3,1,3,4,5,3,3,4,1,5,5,4,2,5,4,2,3,3,5,3,4,2,4,4,4,5,1,4,5,4,2
"143", 403,1,26.55880,"m",30.146537,398.5166,2,5,3,1,3,1,3,4,2,5,2,4,4,5,1,4,3,5,3,1,2,4,5,1,5,3,3,5,1,4,1,4,1,5,4,1,4,5,5
"144", 610,1,52.70610,"m",17.674676,405.3441,2,5,3,4,5,3,4,5,4,3,2,3,4,3,2,5,3,5,4,1,4,4,5,3,4,2,3,5,4,3,3,4,1,5,2,3,3,5,3
"145", 424,1,39.89620,"m",22.748472,374.6690,4,4,5,2,5,3,3,4,3,5,3,2,5,5,4,3,4,2,4,3,2,4,4,5,3,4,4,5,2,5,4,4,3,2,4,4,5,5,4
"146", 556,1,36.30267,"f",20.298976,343.5915,4,4,2,4,5,4,3,4,4,2,3,2,5,4,4,4,3,4,4,3,4,3,4,4,4,4,3,4,5,2,4,3,4,5,5,2,2,5,4
"147", 726,1,50.79693,"f",18.006573,406.2326,1,5,3,3,4,1,5,2,3,1,1,3,2,2,1,5,3,3,1,1,2,5,3,2,3,1,4,3,1,3,1,4,1,3,3,1,5,4,2
"148", 240,1,52.69141,"f",19.232080,433.3382,3,3,4,3,4,2,3,5,2,2,4,2,2,3,2,3,2,5,2,1,5,3,5,5,3,4,3,4,4,4,1,2,3,4,4,1,3,5,2
"149", 382,1,25.62357,"f",16.665440,417.1697,1,5,2,4,2,2,4,4,3,2,2,5,2,3,2,5,2,3,2,3,2,4,2,2,1,3,4,3,5,3,2,5,3,3,2,1,4,2,1
"150", 869,1,18.16303,"f",20.108711,433.7749,1,3,4,1,5,1,4,5,1,2,2,5,5,5,2,4,1,5,1,2,1,5,4,1,3,1,3,4,2,5,1,2,1,4,2,2,4,5,2
"151", 340,1,34.76416,"m",20.561503,445.3548,3,5,3,3,4,2,5,2,3,4,1,5,5,3,1,5,1,4,1,2,2,4,4,4,5,1,5,4,2,4,2,4,3,4,2,1,3,4,4
"152", 689,1,50.25504,"f",23.896121,359.5370,1,2,2,3,5,4,3,5,3,1,1,2,5,3,2,2,1,4,3,2,1,4,4,3,1,1,3,2,1,2,2,4,1,2,1,1,2,4,1
"153", 473,1,52.26618,"m",16.238054,448.0891,1,5,1,3,3,1,5,5,4,4,3,3,4,3,2,5,3,4,4,2,5,4,2,4,2,1,5,3,4,1,2,4,4,4,2,1,5,3,3
"154", 406,1,45.45405,"m",20.797378,467.8259,1,2,3,5,5,4,5,5,5,3,2,4,5,2,2,3,4,5,5,3,4,4,5,2,4,2,4,5,5,4,2,5,3,5,5,3,4,4,1
"155", 222,1,24.28006,"m",21.504495,438.0017,2,3,5,2,4,2,4,3,2,4,2,3,4,5,1,4,5,5,4,2,2,5,3,3,5,2,4,5,3,5,2,3,1,5,4,2,3,3,4
"156", 493,1,34.06296,"f",20.672070,403.1735,3,4,2,4,3,1,4,3,4,2,1,3,3,5,1,3,4,2,4,1,5,5,3,3,4,2,4,3,5,4,2,2,5,2,3,1,3,5,4
"157", 655,1,40.25642,"f",22.308896,462.6526,1,5,5,1,4,1,3,2,2,5,1,5,3,2,1,5,2,2,3,1,2,4,2,1,2,1,5,3,2,3,1,2,2,2,3,1,5,4,3
"158", 303,1,41.52525,"m",23.647452,326.3280,2,2,2,3,3,2,2,3,2,5,2,3,4,3,2,2,3,4,1,1,1,3,4,1,4,2,4,4,1,4,2,4,1,3,4,2,2,4,3
"159", 546,1,22.34223,"f",20.785856,444.7927,2,3,4,3,2,1,3,3,4,2,2,2,3,4,2,5,5,3,3,2,3,2,3,2,4,3,4,4,5,4,2,4,3,4,4,4,3,2,5
"160", 503,1,18.37942,"m",17.816020,387.5021,2,3,3,4,4,3,2,5,3,5,2,4,5,2,4,3,1,3,5,4,3,2,3,3,3,3,4,4,3,5,1,3,3,5,2,4,2,4,4
"161", 491,1,36.67081,"m",15.378417,359.6007,1,5,2,2,2,4,5,3,2,1,4,5,2,2,4,5,2,2,1,4,1,5,3,2,1,4,5,2,2,2,2,4,3,3,3,3,4,2,3
"162", 830,1,45.02164,"m",13.824252,449.9109,4,4,4,1,5,3,4,5,2,2,3,5,5,1,4,5,2,4,1,2,3,2,5,3,1,3,3,5,3,3,4,2,3,5,3,1,3,5,1
"163", 337,1,37.37121,"f",17.759411,431.6070,3,5,4,2,5,1,5,4,2,3,1,5,5,4,2,5,3,5,3,3,2,4,4,1,4,2,3,5,3,5,1,4,3,4,5,3,5,4,5
"164", 667,1,46.26818,"m", 9.755995,402.2271,3,5,3,4,2,2,5,3,4,4,3,5,3,3,4,5,4,4,5,3,5,5,4,4,2,3,5,2,3,2,2,4,5,5,2,3,5,4,2
"165",  82,1,20.16186,"f",15.936683,374.5746,1,3,3,2,4,1,3,5,3,2,2,4,5,3,2,4,1,4,2,2,1,5,3,1,3,2,2,3,1,3,3,4,1,3,4,2,3,5,4
"166",  23,1,28.51114,"m",22.453169,416.9668,3,4,2,2,4,1,4,4,3,2,1,4,5,2,3,4,1,5,2,4,3,5,4,4,2,2,4,4,1,3,2,4,3,4,2,1,4,4,1
"167", 565,1,19.57401,"m",11.953755,349.4335,1,3,1,2,4,1,3,5,1,2,1,2,5,3,1,4,3,5,2,3,3,5,5,1,1,4,4,4,2,3,1,5,3,3,3,1,5,4,2
"168", 622,1,41.11072,"f",14.410328,483.7317,3,5,4,3,4,3,4,2,1,2,3,4,2,4,3,5,3,4,2,4,2,4,2,4,5,2,4,3,1,2,2,5,2,2,1,2,4,2,3
"169", 812,1,22.12736,"f",22.447344,439.6172,2,4,4,3,3,2,5,4,2,2,3,5,4,5,1,5,5,5,1,3,3,5,3,2,5,1,5,4,2,4,1,5,1,4,3,2,5,2,4
"170", 948,1,32.05150,"m",17.477835,374.9522,1,2,3,2,4,2,2,3,5,3,2,4,5,2,2,4,3,5,5,1,2,4,3,4,2,1,5,4,5,2,2,5,5,5,3,1,4,5,2
"171", 617,1,50.20250,"m",18.729653,349.8445,4,4,3,3,4,1,2,5,4,3,2,2,5,5,3,2,5,5,5,3,4,2,5,3,5,1,5,5,4,5,2,2,4,5,5,2,2,5,4
"172", 457,1,49.31262,"f",15.099193,460.4831,1,5,4,2,2,1,5,2,3,4,2,5,2,4,1,5,5,2,3,1,4,5,2,3,4,1,5,2,3,1,1,5,3,2,3,1,5,2,2
"173", 453,1,32.91663,"m",16.717570,463.3374,1,3,5,3,4,3,4,5,2,4,1,4,4,4,1,4,3,3,1,2,2,5,4,1,2,1,2,5,3,4,2,5,1,5,3,1,4,2,4
"174", 192,1,33.61756,"f",11.878449,434.4874,4,2,2,2,5,1,3,4,4,2,2,2,5,5,2,2,5,4,3,3,3,3,5,2,5,2,3,3,2,4,1,3,4,5,3,3,2,3,3
"175",  25,1,33.88245,"f",25.843897,323.8715,1,5,1,4,2,3,5,2,4,2,1,4,2,3,1,4,4,2,4,1,3,5,3,4,3,1,4,2,4,3,1,3,2,4,2,1,4,3,3
"176", 320,1,54.31964,"f",17.356183,477.0113,2,2,4,5,4,1,2,3,5,5,3,3,5,5,1,4,4,5,5,1,5,4,5,5,3,1,3,5,4,5,1,2,3,2,5,1,3,4,4
"177", 122,1,28.70214,"f",23.625509,322.4505,3,4,1,3,4,3,4,5,3,1,4,5,5,2,3,5,1,4,1,4,1,4,2,2,3,2,5,5,3,1,4,4,2,5,1,4,2,3,1
"178", 284,1,50.36772,"f",20.693951,369.2586,1,5,3,3,2,1,5,2,4,3,1,5,2,4,3,5,2,2,4,1,5,4,2,5,4,1,4,2,3,3,1,5,3,2,3,1,4,2,2
"179", 859,1,45.29157,"m",16.320155,383.7121,1,5,3,3,4,1,5,3,3,1,1,3,3,1,2,5,2,2,4,2,4,5,2,4,3,1,4,3,4,1,2,5,4,3,1,1,5,5,2
"180", 730,1,34.06067,"m",14.839359,403.7663,2,5,3,2,3,3,4,5,3,2,4,5,5,2,3,5,3,4,2,3,4,5,3,1,3,4,5,4,2,3,3,5,3,3,3,4,5,5,3
"181", 350,1,53.34793,"f",24.257378,352.1608,1,2,5,5,3,1,4,3,5,5,1,2,4,5,1,3,5,5,5,1,4,4,5,5,5,2,2,4,5,5,1,4,4,5,5,2,4,2,5
"182", 934,1,20.76973,"f",19.954930,506.4521,4,5,3,1,3,4,3,3,2,4,4,2,3,4,2,4,5,4,4,4,2,3,3,3,2,4,3,5,2,3,4,4,3,2,2,4,4,5,4
"183", 202,1,25.35030,"f",20.614608,423.4873,3,2,5,3,3,4,3,2,2,3,4,3,3,4,4,3,2,2,3,4,3,3,3,1,2,4,3,2,3,2,4,5,5,3,2,4,3,2,2
"184", 910,1,49.44703,"m",24.089910,409.6260,1,4,3,2,2,1,4,5,4,3,3,5,4,3,4,4,2,3,4,1,2,3,4,1,2,2,5,2,1,2,3,2,3,4,4,2,5,4,3
"185",  63,1,50.51642,"m",18.777596,414.6985,1,3,1,5,3,2,3,2,4,3,1,3,3,1,1,4,2,2,5,1,4,3,2,2,2,1,2,3,4,1,1,4,1,3,1,1,2,3,1
"186", 860,1,20.23272,"f",27.873618,357.9050,4,2,3,5,2,1,3,2,4,5,3,2,2,5,3,3,4,3,5,1,5,3,3,4,2,3,3,2,4,3,2,4,5,2,3,4,3,2,3
"187", 970,1,19.99111,"f",19.528837,445.6465,1,3,2,3,2,2,3,4,4,2,2,4,3,3,4,5,2,5,4,4,4,5,3,3,3,2,4,4,5,4,2,4,5,5,3,1,5,3,2
"188", 103,1,36.24683,"f",17.275370,427.6132,1,5,1,2,5,3,4,5,3,3,1,4,5,3,1,5,3,5,5,1,3,3,5,2,2,2,5,5,3,4,1,4,3,5,2,3,5,5,3
"189", 334,1,40.65579,"f",19.200378,424.6880,1,2,5,4,3,2,2,3,4,3,1,3,3,3,1,3,2,3,4,3,3,2,4,2,2,2,3,3,2,5,2,2,3,3,4,1,3,5,5
"190", 400,1,46.46865,"m",18.855510,315.3550,4,4,1,1,5,1,5,3,1,3,3,5,3,4,3,4,2,3,1,3,1,4,3,1,3,1,5,4,3,4,2,3,2,5,3,4,4,3,3
"191", 725,1,28.29012,"m",20.515101,292.4523,2,4,3,4,5,2,5,5,3,1,4,5,5,3,2,5,1,5,4,3,4,5,5,4,1,1,4,5,5,1,2,5,3,5,1,2,4,4,2
"192", 288,1,18.48265,"f",25.462557,491.2371,3,2,3,3,5,4,4,5,4,2,4,3,5,4,4,2,2,5,1,2,3,5,4,2,2,2,4,4,3,2,4,5,3,5,4,2,5,4,4
"193", 937,1,18.42788,"m",14.525443,338.5470,4,5,2,1,2,1,5,2,2,3,1,5,3,3,2,5,3,2,1,1,1,5,3,1,4,2,5,2,1,4,1,5,1,2,2,3,5,2,2
"194", 584,1,27.53180,"f",19.139851,423.6512,3,2,1,1,5,1,5,5,2,2,2,3,5,1,3,3,1,5,2,2,1,3,5,1,1,3,3,5,1,2,2,2,1,4,2,1,3,5,2
"195", 578,1,27.78424,"f",20.137303,352.1182,3,4,2,2,4,2,3,3,3,1,3,2,5,1,3,3,1,5,4,2,5,2,5,3,1,1,4,5,4,2,3,3,2,5,1,2,2,5,1
"196", 845,1,18.70138,"m",26.446954,453.9378,3,5,2,1,5,3,5,5,3,2,2,5,5,2,3,4,2,5,1,4,3,5,4,2,2,4,5,4,2,1,3,5,1,5,2,1,5,5,2
"197",  84,1,52.83466,"f",16.902014,414.0405,2,2,2,4,3,3,4,3,3,4,1,5,4,1,3,5,1,5,3,1,5,4,4,4,1,4,3,5,3,3,1,4,3,3,1,3,5,5,2
"198", 368,1,37.90419,"f",17.047543,441.6856,2,5,5,3,4,1,3,2,1,1,2,5,5,3,3,4,5,4,3,1,2,5,3,3,2,3,3,3,4,3,4,5,2,5,4,2,5,5,2
"199", 591,1,23.19712,"f",22.382794,399.8240,1,4,5,1,5,1,4,5,2,4,1,5,5,4,1,5,3,4,1,1,2,5,5,1,5,3,4,3,1,3,1,5,2,5,4,1,5,3,3
"200", 445,1,18.01972,"m",21.241433,330.8868,2,4,5,5,3,2,4,4,4,2,1,5,3,3,3,5,3,3,5,3,4,5,3,5,3,2,4,3,5,3,3,3,4,4,5,3,5,3,4
"201", 968,1,27.23747,"f",23.209547,392.3691,3,5,4,4,5,1,3,3,5,3,3,4,3,3,2,5,2,2,5,2,5,5,3,4,3,2,3,2,4,1,3,5,5,4,2,1,5,2,1
"202", 554,1,32.74867,"m",19.612620,383.8610,4,4,2,5,4,2,1,5,5,2,3,4,4,2,2,3,3,4,5,2,5,2,5,5,2,2,4,5,5,4,3,3,3,4,1,1,2,4,2
"203", 852,1,30.20359,"m",22.884383,464.5930,3,3,4,5,2,1,5,4,4,4,1,5,3,3,1,4,2,4,2,1,4,4,4,2,4,1,5,5,4,3,3,3,4,3,4,2,3,4,4
"204", 785,1,47.28952,"m",18.064412,332.4638,4,3,3,3,3,2,3,3,1,4,4,4,1,5,3,3,5,2,3,2,1,5,1,2,5,2,3,3,2,4,3,3,1,2,4,3,3,2,5
"205", 188,1,43.81823,"m",19.647119,342.1778,3,2,4,4,4,3,2,5,4,4,2,4,4,3,4,2,4,5,3,4,3,3,4,4,2,4,1,3,5,5,3,3,5,3,3,4,4,5,3
"206", 128,1,37.42848,"m",22.553535,482.9629,1,4,3,3,3,1,4,1,2,2,1,3,2,2,2,3,1,4,3,1,5,2,4,4,1,2,4,1,2,2,1,4,3,2,1,1,3,2,2
"207", 203,1,33.80630,"m",23.110958,391.9214,3,2,1,1,3,2,4,1,1,3,3,4,3,2,4,4,2,2,1,3,1,3,3,1,1,4,3,4,1,2,1,3,1,4,2,3,3,2,1
"208", 193,1,34.76922,"f",14.856780,451.4317,3,5,4,3,5,1,4,4,2,5,3,2,4,4,3,5,4,2,1,1,4,4,2,3,4,3,4,3,5,4,1,5,4,5,5,2,4,3,4
"209", 709,1,32.19722,"f",23.747230,411.1262,2,5,2,2,2,2,5,3,3,3,4,3,2,1,1,4,4,1,2,4,3,5,2,1,2,3,4,3,3,4,2,4,1,1,4,2,4,2,3
"210", 700,1,24.83605,"m",20.003244,397.1407,1,3,3,3,2,1,4,2,3,2,1,1,3,1,2,4,2,3,3,2,4,2,1,3,3,1,2,3,3,4,2,3,3,1,2,2,4,3,3
"211", 674,1,41.95648,"m",20.579680,413.1155,1,3,5,2,3,1,4,2,1,5,1,2,2,5,2,5,5,1,3,1,1,2,2,1,5,1,3,3,3,5,2,3,3,5,3,2,4,2,4
"212", 939,1,49.95213,"f",23.664987,413.3544,1,5,3,4,1,1,3,1,5,4,2,5,1,3,1,4,4,3,3,1,5,3,1,3,4,2,3,2,3,3,1,5,2,2,3,1,3,3,3
"213", 346,1,54.45408,"m",16.458929,430.6744,3,3,3,4,2,4,4,1,3,3,1,4,3,2,2,5,3,5,3,3,3,3,1,5,2,2,4,2,3,2,2,4,4,2,3,4,4,3,2
"214", 338,1,35.18499,"f",16.381167,371.3666,2,1,3,2,2,3,1,1,1,3,3,2,1,1,2,2,3,2,3,1,1,2,1,4,1,2,4,1,1,1,3,1,2,1,2,2,2,3,3
"215", 952,1,52.07605,"f",16.980348,281.9347,2,3,1,2,4,2,4,4,2,1,1,1,3,1,4,3,1,4,3,2,4,3,3,4,2,2,4,2,2,1,4,3,3,3,1,2,4,2,1
"216", 469,1,54.62976,"f",24.195488,350.5292,2,1,2,3,3,3,1,1,3,3,3,2,1,2,4,3,2,4,2,3,3,3,2,1,1,4,3,2,3,2,3,2,5,3,2,3,1,1,3
"217", 585,1,33.12826,"f",14.855194,395.0040,1,1,3,3,2,1,2,1,2,1,1,3,4,1,1,1,3,3,2,3,3,1,2,5,2,1,1,2,2,2,2,2,2,3,3,2,1,3,2
"218", 326,1,31.85437,"m",17.165213,376.5077,2,3,1,1,2,2,4,3,2,1,1,3,2,2,2,2,1,3,2,1,2,3,4,3,1,1,4,1,2,1,1,4,4,3,1,1,3,1,1
"219", 262,1,20.73006,"nb",15.135712,434.5237,1,1,3,3,2,3,2,4,3,1,2,1,4,2,4,1,3,4,2,3,4,1,3,3,2,3,2,4,3,2,4,1,3,3,2,1,1,5,2
"220", 587,1,34.79966,"m",17.785005,357.8378,3,2,3,3,1,4,1,1,5,2,1,2,1,3,4,3,2,2,4,3,3,2,1,5,4,2,3,4,5,2,4,3,5,1,2,4,3,1,5
"221", 301,1,46.98167,"f",17.802465,365.0630,4,3,3,4,3,2,3,5,3,1,1,5,5,3,2,4,2,5,4,3,3,3,5,4,4,2,5,4,2,3,3,5,4,4,3,3,4,5,2
"222", 969,1,40.81666,"f",21.840504,497.7008,4,4,4,3,3,4,4,3,2,3,4,3,1,3,4,3,3,3,4,4,3,3,4,3,2,3,4,4,4,2,3,2,5,4,3,3,3,3,3
"223", 402,1,35.40832,"f",16.651869,461.9099,1,1,3,3,2,1,4,3,4,4,2,5,3,3,2,3,5,1,4,1,4,3,2,3,3,1,4,3,3,4,1,3,4,3,3,2,4,2,3
"224", 235,1,19.57472,"f",21.186768,351.4105,4,4,2,4,3,4,5,2,4,2,4,4,4,2,4,4,2,4,4,3,4,3,5,5,1,3,1,4,5,3,4,4,4,3,2,4,3,2,1
"225", 613,1,18.11790,"f",20.807352,380.1334,3,3,1,3,5,1,2,4,5,1,2,4,5,2,3,2,2,3,3,1,4,3,5,4,3,3,3,4,5,3,3,4,5,4,1,2,4,5,2
"226",  14,1,37.18663,"m",17.957602,387.4857,1,5,3,5,1,3,5,2,3,2,2,4,1,2,4,5,1,1,4,1,4,3,1,4,3,2,4,2,3,1,2,5,2,1,3,2,4,2,2
"227", 980,1,20.10251,"m",19.482866,324.5167,4,3,2,1,3,3,1,3,3,2,1,3,3,2,4,2,5,3,4,2,2,3,4,3,1,2,4,2,2,3,3,2,3,3,3,3,2,3,2
"228", 189,1,29.22548,"m",22.039616,428.1542,3,1,3,1,4,3,2,3,3,2,1,1,3,1,2,1,1,3,3,1,2,1,2,5,3,3,2,4,2,1,3,1,4,4,2,3,2,2,1
"229", 376,1,19.81589,"m",19.089351,412.2449,1,2,3,3,5,1,1,3,5,2,2,1,4,3,2,1,3,4,3,2,3,1,3,4,4,2,2,3,3,2,2,3,3,2,5,1,3,2,1
"230", 606,1,39.49565,"nb",24.256495,445.9201,1,1,5,3,5,2,1,4,4,5,2,2,2,4,1,2,5,2,2,1,3,1,4,3,2,2,1,3,3,4,1,3,3,1,2,1,2,3,3
"231", 442,1,25.67496,"f",20.991588,287.3104,4,4,4,5,3,2,3,3,3,3,2,3,5,5,2,4,5,4,4,3,3,3,5,2,5,2,2,2,4,5,3,4,4,3,4,3,2,2,5
"232",  27,1,49.99236,"f",10.600881,299.7405,1,2,2,2,4,1,3,5,1,3,1,3,5,4,1,4,2,5,1,1,3,1,5,2,3,1,3,5,3,4,1,2,4,5,4,1,3,5,4
"233", 993,1,31.16357,"m",18.619291,437.0037,3,3,3,5,2,4,5,3,2,2,3,3,3,3,3,2,4,3,3,3,2,2,4,2,1,3,2,4,4,3,3,3,5,4,3,4,3,3,3
"234", 123,1,43.13182,"f",21.523109,424.7495,2,4,5,2,3,4,4,3,3,4,1,5,4,3,4,5,5,3,3,2,1,4,3,4,2,2,3,4,2,2,2,5,3,4,3,2,3,3,3
"235", 296,1,33.53432,"f",25.325055,407.9510,1,3,1,4,2,2,5,1,5,2,1,4,1,2,1,5,1,4,4,1,5,3,2,4,2,1,3,2,4,1,1,4,3,1,1,1,5,1,1
"236", 331,1,27.87860,"m",22.682406,427.5480,2,4,4,2,2,2,5,1,3,3,2,5,3,1,2,4,3,4,1,3,2,3,5,3,2,3,4,3,4,4,2,5,1,2,3,2,3,2,1
"237", 233,1,34.20625,"f",18.074174,443.8103,4,1,4,3,3,3,3,5,3,2,3,1,2,2,3,2,3,2,1,3,3,2,3,2,2,4,1,3,3,4,4,1,2,3,4,4,2,3,3
"238", 921,1,36.31067,"f",18.327752,372.8206,1,2,3,3,3,3,2,4,3,4,3,3,5,3,3,4,3,3,2,3,4,2,2,5,3,4,4,3,4,4,3,4,5,4,3,4,3,3,2
"239", 624,1,25.87240,"m",15.935443,385.8358,4,3,3,2,2,4,5,4,1,5,4,5,5,4,3,4,5,2,1,4,2,3,3,1,3,3,5,4,1,3,2,5,1,5,4,4,4,3,3
"240", 807,1,35.70877,"f",19.852811,513.8038,2,4,4,4,4,1,2,5,2,5,4,1,4,4,3,2,4,4,3,3,3,3,4,3,4,1,2,5,2,5,1,2,3,4,3,3,1,3,5
"241", 507,1,42.03671,"f",11.615077,463.0516,3,1,2,2,4,4,3,4,4,2,3,2,3,2,4,3,2,2,3,3,4,2,4,4,1,2,2,2,3,1,3,2,3,3,1,2,2,3,2
"242", 481,1,22.46289,"f",17.441195,416.9452,2,3,2,5,5,2,4,3,4,2,3,5,3,1,1,4,1,4,4,1,2,1,4,3,2,1,3,5,3,2,2,4,3,4,3,3,3,4,2
"243", 291,1,26.93535,"m",24.794137,271.2138,1,2,4,2,4,1,1,2,3,4,1,1,3,2,1,1,3,5,5,1,2,3,4,1,4,1,2,4,3,3,1,1,1,5,5,1,1,5,5
"244",  96,1,18.43439,"m",19.510941,354.3479,2,3,3,2,2,1,1,1,1,4,3,1,3,2,2,3,2,3,1,2,3,2,1,1,3,2,3,4,1,2,1,4,2,1,3,1,3,2,3
"245",  53,1,36.59802,"m",26.751747,317.2586,4,2,3,3,4,3,4,2,3,4,4,3,2,4,3,2,4,5,4,3,5,2,4,2,4,4,3,3,3,3,3,3,3,3,3,4,4,2,3
"246", 808,1,22.48462,"f",16.525515,421.6343,2,2,2,2,3,3,5,1,2,3,4,2,1,2,2,3,2,1,1,3,4,1,3,1,4,4,4,1,1,1,3,3,1,1,3,4,4,2,3
"247", 314,1,51.39470,"f",16.691979,441.9350,2,4,2,3,5,4,2,5,1,5,3,2,5,4,2,3,5,4,3,2,2,1,5,2,3,3,3,5,3,5,2,1,1,4,3,2,3,5,3
"248",  80,1,33.14752,"m",12.638271,370.9040,3,1,2,3,4,3,2,3,2,1,3,1,5,3,4,2,2,4,3,4,2,2,5,4,2,3,4,4,2,2,3,1,5,5,1,3,1,5,1
"249", 526,1,37.06636,"m",20.987657,523.1487,3,1,5,1,3,4,2,5,1,4,3,2,5,3,2,2,1,3,1,4,3,3,3,3,3,4,3,5,1,3,3,3,1,3,4,3,4,4,3
"250", 527,1,35.04972,"f",19.516982,451.2431,3,3,4,4,2,2,2,2,5,3,1,5,1,2,3,3,3,1,3,3,5,5,2,3,4,2,3,3,5,4,1,2,3,1,2,2,4,1,3
"251", 180,1,39.39946,"m",19.537357,353.0995,4,1,1,2,2,2,1,1,3,2,1,2,2,2,2,2,3,3,2,3,3,1,2,1,2,2,3,2,4,1,1,1,4,1,1,2,1,2,1
"252", 874,1,49.02370,"f",15.739762,363.2934,3,2,5,4,3,2,3,4,5,5,1,3,5,3,3,3,3,3,5,2,4,2,4,4,3,2,3,4,5,3,2,4,3,5,4,2,4,3,5
"253", 427,1,31.13233,"f",21.734274,427.0027,3,3,5,2,5,1,1,5,2,3,3,2,3,4,1,4,4,4,3,3,3,2,4,4,4,2,3,3,3,4,4,2,4,4,5,1,3,4,4
"254", 408,1,24.78111,"f",23.150566,420.5375,1,4,4,3,3,1,3,4,4,2,1,5,1,3,1,3,3,2,3,2,2,3,1,3,3,1,4,2,3,4,1,4,1,3,2,2,5,3,2
"255", 166,1,51.64300,"m", 8.195625,478.6153,2,3,3,3,4,4,3,3,1,3,4,4,4,2,4,5,3,3,3,4,3,2,2,3,3,3,4,3,4,3,4,3,3,2,2,4,3,3,3
"256", 229,1,23.62539,"f",25.806946,372.7198,3,2,2,5,4,3,5,5,4,2,4,4,3,1,3,4,4,4,3,3,3,4,4,5,3,4,3,3,5,3,3,3,5,3,3,4,4,4,3
"257",  52,1,39.48757,"m",12.950760,416.9709,3,3,1,1,5,4,4,4,1,3,4,2,4,4,3,4,2,3,2,3,1,2,4,2,2,4,3,2,1,3,2,2,2,5,2,4,4,4,3
"258", 432,1,49.37282,"m",26.800746,429.9230,1,3,4,5,4,1,5,2,5,3,1,4,3,4,1,5,3,3,4,1,5,5,2,5,3,1,4,4,5,5,1,5,4,5,4,2,5,5,2
"259", 126,1,40.58304,"m",11.779815,408.4312,2,4,3,3,3,3,4,2,4,4,2,3,2,3,4,1,3,4,4,3,3,2,2,4,4,1,2,3,3,4,2,3,5,1,4,3,2,1,3
