"","id","group","age","gender","ffmq.X1","ffmq.X2","ffmq.X3","ffmq.X4","ffmq.X5","ffmq.X6","ffmq.X7","ffmq.X8","ffmq.X9","ffmq.X10","ffmq.X11","ffmq.X12","ffmq.X13","ffmq.X14","ffmq.X15","ffmq.X16","ffmq.X17","ffmq.X18","ffmq.X19","ffmq.X20","ffmq.X21","ffmq.X22","ffmq.X23","ffmq.X24","ffmq.X25","ffmq.X26","ffmq.X27","ffmq.X28","ffmq.X29","ffmq.X30","ffmq.X31","ffmq.X32","ffmq.X33","ffmq.X34","ffmq.X35","ffmq.X36","ffmq.X37","ffmq.X38","ffmq.X39","ic_scoops","ic_rt"
"129", 525,1,31.98541,"f",4,5,2,2,4,3,3,4,5,1,3,5,4,2,3,5,3,5,2,4,2,5,5,2,1,2,5,5,3,3,2,4,3,5,3,4,4,5,2,14.394653,402.5918
"130", 654,1,25.15949,"f",1,5,4,4,4,3,5,3,3,5,4,4,5,4,2,5,5,3,4,2,5,4,4,3,5,3,5,5,3,3,3,5,2,5,4,4,5,4,4,22.642141,422.3429
"131", 351,1,43.05721,"f",3,3,3,2,3,1,4,5,2,4,1,4,4,1,1,5,3,5,2,1,4,4,3,2,2,2,4,3,4,2,1,2,1,3,1,2,3,4,2,19.801036,382.2618
"132", 780,1,32.14215,"f",2,3,5,1,5,3,3,5,2,4,1,5,5,1,2,5,1,3,3,2,4,4,5,4,2,2,3,5,5,2,3,5,4,5,3,2,4,5,2,23.635657,458.8932
"133", 666,1,37.11963,"m",4,5,3,5,3,3,5,4,5,2,3,5,4,2,4,5,4,3,2,4,5,5,3,3,2,3,4,3,4,2,3,5,4,4,2,4,5,4,2,19.583647,401.1166
"134", 386,1,32.58959,"m",2,5,3,1,5,2,4,3,1,4,1,3,5,5,1,2,1,4,2,2,1,3,4,1,4,1,2,5,1,4,2,3,2,5,3,1,2,4,5,18.127382,352.6033
"135", 973,1,38.30788,"f",4,5,1,1,5,1,2,5,2,4,1,4,5,3,2,5,1,5,4,2,2,5,5,4,2,3,4,5,2,2,2,3,3,5,1,3,4,5,2,19.264693,378.0142
"136", 347,1,35.14701,"f",1,2,4,3,2,3,2,3,3,2,3,3,2,1,3,4,5,4,2,3,3,2,3,5,3,2,3,4,2,3,2,3,3,2,2,1,2,4,4,19.345193,258.8638
"137", 227,1,20.55981,"f",1,3,3,3,3,1,3,3,2,2,1,4,3,3,1,4,2,2,2,1,3,4,2,1,2,1,4,3,2,3,1,3,3,3,4,2,3,2,2,19.138394,414.9689
"138", 411,1,33.47380,"m",2,5,5,1,3,3,3,2,2,3,1,5,2,5,2,4,5,2,2,1,1,5,2,2,4,2,4,3,3,5,2,5,2,2,5,4,4,2,4,17.864747,387.7916
"139", 991,1,50.66553,"f",2,5,3,5,5,2,3,5,4,1,4,4,3,5,1,5,2,5,3,1,3,3,5,4,2,1,4,5,5,2,2,4,3,5,2,1,2,5,2,18.719455,257.4293
"140", 875,1,22.85835,"f",3,3,3,2,5,4,3,5,1,5,4,4,5,3,4,4,4,5,2,3,2,3,3,4,2,4,2,5,3,1,4,4,3,4,4,4,3,5,3,24.129570,358.2726
"141", 352,1,53.14546,"m",3,2,1,5,4,4,4,5,3,3,1,3,4,1,3,2,1,4,3,3,3,5,4,3,2,3,2,4,5,3,1,2,3,4,1,3,2,5,2,16.973655,458.2644
"142", 319,1,31.16430,"f",3,5,2,4,4,3,5,4,5,3,3,2,5,2,4,4,3,4,4,4,5,5,4,5,5,4,5,3,4,2,4,5,4,2,4,4,5,3,2,21.680693,477.3350
"143", 583,1,33.40680,"m",3,3,3,1,4,3,4,4,1,2,1,4,4,1,3,2,3,3,1,2,1,3,4,1,1,4,4,3,1,3,2,4,2,4,2,1,3,5,3,11.185131,318.5604
"144", 612,1,24.05847,"m",1,2,4,5,4,1,4,4,3,3,2,4,5,3,1,5,4,5,4,2,3,4,3,5,3,2,4,5,5,4,1,5,5,5,2,1,4,3,2,25.232690,477.0758
"145", 338,1,40.14830,"m",1,5,2,5,4,3,5,4,3,2,3,5,3,1,2,5,1,4,5,3,5,5,2,3,1,2,5,2,4,1,2,5,5,2,1,3,5,4,1,15.520334,419.6968
"146", 861,1,50.66440,"m",2,4,3,4,3,1,3,4,3,1,1,3,5,1,1,4,1,5,3,1,3,5,4,5,1,1,2,5,3,1,1,3,3,3,1,1,3,2,1, 8.296192,435.3314
"147", 852,1,27.55107,"m",2,3,3,5,3,4,2,4,5,4,2,2,3,1,1,2,1,3,4,3,5,3,3,3,3,3,4,2,5,3,1,2,4,4,4,2,3,4,4,15.166025,420.4036
"148", 220,1,46.72347,"m",1,4,1,4,5,2,4,4,4,1,1,4,5,3,1,5,3,4,2,1,1,4,4,3,1,1,4,4,3,1,2,4,1,2,1,1,4,5,1,23.362863,495.1470
"149",  73,1,19.97419,"nb",2,3,3,2,5,1,4,5,4,4,3,5,4,3,3,5,4,5,3,1,4,3,4,1,3,2,5,5,1,3,3,5,2,5,3,2,5,5,2,23.492761,454.5866
"150", 366,1,38.91860,"f",1,4,2,5,5,1,5,5,4,3,1,3,5,4,1,4,2,5,3,2,5,5,5,5,1,4,2,4,4,1,2,4,4,5,3,2,3,5,3,25.225743,492.4833
"151", 681,1,24.17400,"f",1,5,4,3,5,1,4,3,2,5,1,4,5,3,1,3,3,4,4,1,4,4,4,4,5,1,5,4,4,3,1,2,3,3,5,1,3,3,5,26.841756,338.0358
"152", 125,1,38.41049,"f",4,2,1,5,3,2,3,2,4,1,1,4,3,2,4,2,3,3,4,3,4,4,2,3,3,1,3,2,5,3,3,4,4,5,1,2,4,2,2,18.228119,446.3165
"153",  28,1,28.70399,"f",2,5,4,4,5,2,5,5,1,3,3,5,5,3,3,5,4,5,4,3,2,5,5,3,2,1,5,5,3,4,2,5,3,5,3,1,5,5,3,20.761340,395.9208
"154", 290,1,43.15164,"m",1,3,4,5,2,1,5,2,5,2,1,4,3,2,2,3,3,2,3,1,5,5,2,5,2,3,5,2,3,4,1,5,3,2,3,1,5,2,3,18.665315,351.2823
"155", 809,1,32.37850,"m",1,3,3,2,5,1,4,5,2,3,1,4,5,4,2,3,4,3,1,1,2,4,4,1,5,1,4,4,3,5,1,3,1,5,2,2,4,4,4,13.272608,320.6510
"156", 920,1,34.19631,"m",2,4,3,1,5,1,4,5,1,4,1,2,4,3,2,2,2,5,1,1,1,5,5,1,2,3,4,5,2,2,1,3,1,5,2,2,4,5,1,16.775859,498.5456
"157", 813,1,20.95390,"m",1,3,2,1,4,3,3,5,1,2,2,3,4,4,2,3,2,5,1,2,1,3,4,3,1,3,3,5,1,1,1,5,3,3,2,1,2,5,4,28.981106,377.6940
"158", 510,1,22.09848,"f",1,4,5,3,5,2,5,4,4,4,1,5,5,4,2,4,4,5,3,1,4,4,5,1,3,1,4,5,3,3,4,3,2,5,5,2,3,4,5,19.787307,496.2121
"159", 433,1,51.33958,"f",2,3,4,5,4,2,2,3,5,2,2,2,4,2,1,5,2,2,5,1,3,2,4,5,2,1,2,4,5,2,1,2,5,5,2,2,2,3,1,18.107457,371.9317
"160", 596,1,48.71697,"nb",3,4,2,3,5,2,3,5,3,3,3,4,5,3,2,3,2,5,4,4,3,4,5,3,3,3,5,5,4,4,4,4,3,5,4,2,4,5,2,16.548007,462.5660
"161", 996,1,28.77011,"f",1,3,4,1,3,1,3,5,2,3,2,4,3,3,2,5,2,5,1,1,3,4,5,1,2,1,2,4,1,4,3,3,1,5,3,3,4,4,2,28.987690,401.8392
"162", 475,1,22.97030,"f",3,2,3,4,5,1,2,4,5,5,3,2,3,3,1,2,2,2,2,1,3,3,4,4,3,1,2,5,3,3,1,2,5,4,2,3,3,3,2,22.953278,454.7204
"163", 478,1,18.23487,"f",2,4,3,1,4,2,3,5,2,4,2,3,4,3,1,3,5,5,3,1,1,4,4,1,3,2,4,5,1,4,2,4,1,5,4,1,5,4,4,26.105275,367.6887
"164", 322,1,44.95630,"m",4,2,1,1,5,3,2,5,1,2,4,2,5,1,3,3,1,5,2,2,2,3,5,1,3,4,2,5,3,1,4,2,2,5,1,4,2,5,2,19.270145,402.8847
"165", 236,1,25.81781,"m",1,4,5,4,4,2,2,4,3,4,1,2,4,5,2,3,4,3,2,4,5,2,5,4,5,1,2,3,4,2,2,3,3,4,2,4,3,4,2,15.297845,410.5906
"166", 968,1,30.73553,"m",4,5,5,3,5,2,2,5,3,5,2,3,4,5,1,3,5,4,2,3,1,4,4,3,5,1,4,5,1,5,1,5,2,4,5,2,3,5,4,19.544088,315.6325
"167", 631,1,32.48242,"f",3,5,2,3,4,3,5,5,3,5,3,4,5,2,3,2,3,5,5,3,4,4,4,3,2,3,2,5,3,3,3,2,3,4,3,3,5,5,4,20.739660,436.7514
"168", 105,1,49.79632,"m",3,3,1,4,4,2,4,5,2,2,1,3,5,3,2,5,3,5,2,3,3,4,5,2,2,4,4,5,1,2,3,5,4,5,3,3,4,5,1,23.350089,429.1392
"169", 655,1,46.69005,"m",3,5,3,5,5,4,4,5,5,2,4,4,3,1,3,5,5,5,2,4,5,4,5,5,2,3,4,4,5,2,2,2,5,5,3,1,3,5,3,12.294222,364.4404
"170", 409,1,53.02149,"f",2,4,3,1,5,2,4,4,3,5,4,3,4,4,2,3,3,3,2,1,3,5,3,2,3,1,3,5,2,2,2,3,3,5,4,1,3,4,4,21.319274,475.3166
"171", 670,1,34.47946,"m",2,2,5,4,4,1,4,5,4,4,3,2,5,3,1,3,3,3,4,2,4,2,4,3,3,3,2,4,3,3,3,4,3,4,4,3,4,3,5,22.329007,409.7563
"172", 823,1,26.12468,"nb",3,4,3,4,4,1,5,5,5,4,3,4,5,5,3,4,2,5,5,3,4,5,5,4,3,2,5,5,5,2,2,4,5,4,2,1,5,4,3,15.390282,377.6182
"173", 256,1,25.79204,"m",3,5,5,3,3,2,4,2,2,3,1,5,2,4,1,4,1,3,1,1,2,5,2,2,4,2,5,4,3,2,3,5,3,4,5,2,4,4,3,20.190734,365.6667
"174", 886,1,41.40773,"f",1,3,1,4,4,2,5,5,5,1,4,3,4,2,2,5,3,4,4,3,5,4,2,4,1,4,2,5,4,1,2,3,5,5,3,1,2,5,1,21.543829,502.6250
"175", 428,1,39.15456,"f",1,2,4,3,3,2,2,2,2,4,2,2,3,5,3,4,2,4,2,1,2,3,2,1,4,2,2,3,2,4,2,2,3,5,4,3,2,3,2,20.479341,376.5947
"176", 242,1,18.24212,"f",3,3,1,3,4,3,3,2,3,2,3,5,5,2,4,5,1,4,3,1,3,2,4,2,2,2,5,4,3,1,1,5,4,5,2,1,5,4,3,19.078492,472.0549
"177", 421,1,28.48259,"m",1,4,3,4,2,2,5,4,4,2,1,5,2,2,4,5,3,5,3,3,3,4,3,1,1,4,5,3,4,3,1,5,4,4,2,3,5,4,1,17.865005,374.8188
"178", 759,1,23.24597,"m",2,5,4,3,5,3,4,4,4,4,1,5,2,5,1,5,4,3,4,1,5,5,4,5,5,2,5,4,5,5,1,5,3,5,5,2,5,4,4,19.728323,508.6588
"179", 680,1,52.46446,"m",1,4,2,1,3,1,5,2,2,1,2,3,3,1,1,3,1,3,1,1,2,3,2,2,1,1,4,2,1,1,1,3,1,3,1,1,5,2,1,12.216169,384.4588
"180", 911,1,37.54885,"f",3,2,4,1,3,4,4,2,1,4,3,3,2,5,4,3,3,2,1,4,1,5,3,2,3,4,3,3,2,5,4,4,2,3,3,2,4,3,3,11.085301,402.8010
"181", 156,1,18.58143,"m",2,4,1,4,5,4,4,5,3,1,2,3,5,1,2,4,1,4,3,2,4,3,5,4,2,4,4,5,4,1,4,4,4,4,2,2,3,5,3,17.937570,436.9382
"182", 776,1,27.80589,"m",1,4,4,3,5,1,3,5,2,3,1,4,4,2,1,5,3,3,1,1,3,4,5,2,2,1,3,4,3,4,1,5,3,5,3,1,4,4,3,25.036617,471.5220
"183", 139,1,20.23286,"m",2,5,2,4,4,2,5,4,2,5,2,4,5,2,2,3,4,5,4,1,3,5,5,5,3,2,4,4,4,3,3,5,5,5,4,4,5,4,5,26.968298,390.6853
"184", 816,1,42.69264,"f",4,4,4,3,5,2,5,4,2,3,4,5,3,4,3,5,5,5,1,1,3,5,2,1,4,1,5,3,1,5,3,5,1,4,4,4,5,4,4,18.117394,311.3240
"185", 632,1,21.05032,"f",1,3,3,2,3,1,4,2,3,3,1,4,2,5,1,2,5,2,5,1,3,4,3,4,2,1,2,2,3,4,1,3,5,2,3,2,4,3,3,26.652135,411.1350
"186", 905,1,25.27533,"m",1,5,3,3,5,1,4,4,3,4,1,5,4,2,1,3,4,5,5,2,4,4,5,4,3,2,5,4,3,3,1,3,5,5,5,1,5,4,3,17.708844,477.8004
"187", 756,1,37.40651,"m",2,5,1,5,3,2,5,3,5,4,3,5,4,4,1,5,3,5,4,3,4,5,2,5,3,2,5,3,3,2,3,5,5,3,1,3,5,3,4,26.526651,450.1057
"188", 375,1,29.37748,"m",4,2,2,5,5,4,3,5,4,5,3,2,4,3,3,2,3,5,4,2,3,2,4,4,2,3,2,5,3,2,2,2,3,5,3,3,2,3,1,16.044388,519.1093
"189", 342,1,40.00958,"m",1,5,2,2,5,2,5,4,3,3,3,4,4,2,3,5,2,5,2,3,2,5,4,1,2,2,5,4,2,3,2,4,1,4,3,2,5,3,3,19.933869,466.1487
"190", 843,1,42.74207,"m",3,5,4,2,5,4,5,5,3,3,3,5,5,3,3,5,5,4,1,3,3,5,4,1,3,4,5,4,1,4,3,5,4,5,4,1,5,3,5,15.487650,429.0436
"191", 964,1,18.24509,"m",2,5,4,5,5,1,5,3,4,3,2,5,5,3,3,5,2,5,4,4,4,5,5,4,2,3,5,5,5,1,3,4,3,5,2,2,5,5,2,18.499588,401.0145
"192", 895,1,20.68791,"f",1,4,4,3,2,2,4,4,3,4,2,3,3,4,4,4,4,2,2,1,2,5,2,1,5,3,3,4,1,4,1,5,1,2,5,4,5,4,5,24.014948,424.9219
"193", 963,1,44.70725,"m",2,4,1,4,3,2,5,3,3,1,1,4,2,2,1,5,1,5,2,1,3,5,3,3,2,3,5,4,3,3,2,5,4,4,3,3,5,5,3,18.213635,477.9373
"194",  42,1,41.85405,"m",3,2,5,1,4,2,3,4,3,5,3,3,5,2,3,4,3,4,4,3,4,2,3,3,3,2,3,3,3,3,3,5,5,3,3,3,2,3,4,22.593485,367.6256
"195", 589,1,29.43771,"f",2,5,1,2,5,4,4,5,2,2,2,4,4,3,1,5,2,5,3,2,3,3,4,2,1,2,3,5,2,3,2,5,1,5,4,2,4,5,3,20.692825,393.8128
"196",  57,1,40.71037,"m",1,4,3,3,2,1,3,4,4,2,1,4,4,5,1,5,2,5,4,1,5,2,2,3,2,1,4,3,5,3,1,4,5,2,5,1,3,4,5,20.348516,379.0576
"197", 721,1,44.19539,"m",4,4,4,5,3,2,5,2,3,3,1,3,2,4,2,4,5,2,4,2,5,4,2,5,3,1,5,5,5,3,2,4,3,5,3,3,5,3,2,16.846711,353.7597
"198",  29,1,21.09175,"f",3,4,4,3,5,2,5,5,3,4,4,4,5,5,4,4,3,5,4,3,1,5,4,2,4,3,4,4,3,3,1,4,2,5,4,4,4,5,4,17.459357,385.8640
"199", 315,1,52.72994,"f",4,5,5,2,5,4,4,3,4,4,4,4,3,5,4,5,2,3,4,4,2,5,4,3,3,4,4,5,1,2,4,4,3,3,1,3,5,4,5,17.814563,445.8682
"200", 432,1,23.42408,"f",2,4,5,4,3,1,5,3,5,4,1,5,2,5,1,4,5,2,1,1,4,5,2,5,5,1,5,2,3,5,2,5,3,2,4,3,4,2,5,23.221503,459.1295
"201", 270,1,27.93378,"m",2,4,4,4,3,2,5,2,2,4,1,4,4,4,3,5,4,2,4,4,4,4,2,2,5,2,5,3,5,3,2,5,5,5,4,3,5,2,3,21.489786,396.3374
"202", 675,1,18.62627,"m",2,2,4,5,3,2,3,3,5,2,2,3,3,3,2,3,3,3,5,2,5,2,4,5,3,1,2,1,5,2,2,5,5,4,3,4,4,2,4,28.376147,422.3059
"203", 990,1,20.71747,"f",1,3,5,5,1,2,5,3,3,3,3,2,4,4,2,1,4,2,4,1,3,4,2,2,5,2,5,4,2,4,2,5,2,3,3,2,2,5,2,19.056902,386.9135
"204", 254,1,51.15203,"m",2,5,1,4,5,3,5,5,2,1,2,2,4,1,2,4,1,3,3,1,3,3,5,5,1,1,4,5,1,2,2,2,3,5,2,2,4,4,1, 7.608468,387.1014
"205", 470,1,24.72550,"f",3,3,4,4,5,4,2,5,2,1,4,2,5,2,3,1,2,3,4,2,3,3,5,4,2,4,4,3,2,1,2,1,4,5,1,3,4,5,2,17.855968,338.4221
"206", 513,1,18.20529,"m",3,3,1,4,3,3,2,4,5,2,2,4,2,3,1,3,2,4,5,2,5,3,3,5,3,4,3,4,5,1,3,4,5,3,3,3,2,3,4,16.677456,485.0481
"207", 262,1,20.19659,"f",1,3,2,3,4,1,2,2,3,3,1,3,2,2,1,1,2,1,2,1,1,1,1,2,2,1,4,3,1,1,2,1,2,2,1,1,3,2,3,22.621130,451.8666
"208",  71,1,39.14935,"f",2,4,5,4,3,2,5,2,3,5,3,3,3,2,3,4,3,2,3,1,3,5,3,3,5,2,4,3,3,4,1,3,4,3,2,2,3,3,4,14.346623,394.9676
"209", 994,1,20.47994,"f",1,4,1,4,2,1,3,4,3,1,1,5,4,1,3,4,1,5,2,3,1,4,3,3,1,2,5,3,3,1,1,4,3,5,1,1,4,3,1,14.217025,385.6199
"210", 195,1,24.51627,"nb",2,5,3,4,1,3,4,2,5,3,1,4,2,3,2,4,2,2,4,2,4,4,2,4,2,2,3,3,2,2,2,5,3,3,1,1,4,2,3,14.649904,429.4061
"211", 265,1,51.57722,"m",1,1,4,3,1,1,2,4,2,4,1,2,2,2,1,2,4,1,3,1,3,2,3,2,4,1,1,4,3,1,1,2,4,4,3,1,3,1,3,20.221929,395.0105
"212", 770,1,31.14764,"f",3,2,2,2,2,3,3,3,2,1,4,2,4,2,4,2,3,5,3,2,2,4,2,3,1,3,3,3,3,1,4,5,2,2,3,2,4,1,1,19.297108,442.3359
"213", 535,1,47.65479,"m",2,3,3,3,1,1,2,3,2,4,2,1,3,4,2,1,4,2,1,4,1,2,2,1,3,3,2,1,3,4,2,2,1,2,3,2,1,3,3,20.201416,427.5661
"214",  54,1,40.95630,"f",4,3,5,4,3,1,2,1,5,5,3,3,4,5,1,4,5,2,3,3,4,3,3,3,4,2,2,3,4,3,3,3,4,1,5,2,3,3,4,17.813661,407.0869
"215", 176,1,49.92716,"m",2,3,3,3,4,2,1,3,4,3,4,1,3,4,2,1,4,2,5,3,4,2,3,2,5,1,1,3,4,5,3,3,2,1,2,2,1,3,3,19.979867,441.6790
"216", 447,1,51.84039,"m",3,4,1,2,3,2,3,3,2,2,1,3,3,3,2,3,1,4,1,1,1,1,3,2,3,3,5,4,4,3,3,3,1,3,4,3,5,5,2,14.594894,385.5501
"217", 207,1,36.78069,"f",4,4,3,1,3,3,5,2,2,3,4,4,4,3,3,5,2,2,3,4,1,4,1,2,3,3,5,1,3,3,2,4,1,2,3,4,5,3,2,24.509787,414.8398
"218", 664,1,18.15449,"m",1,2,5,2,5,3,3,5,2,5,3,3,5,5,2,4,5,4,2,3,1,3,3,1,2,4,3,5,2,5,4,3,2,5,5,3,3,4,4,24.892078,413.2613
"219", 307,1,54.21303,"f",4,1,5,2,3,4,1,1,1,1,4,2,2,3,4,2,4,5,2,4,1,1,4,3,2,3,2,3,1,2,3,1,3,3,1,3,2,2,3,19.530392,374.3000
"220", 817,1,18.39843,"m",1,3,2,4,3,2,3,1,3,3,1,5,2,3,2,3,2,3,5,1,3,5,2,4,1,2,3,2,3,2,3,1,1,2,3,1,4,1,3,18.205203,393.5204
"221",  67,1,36.41623,"f",4,2,3,1,4,3,2,3,2,5,3,3,3,4,3,3,2,4,3,3,4,5,2,3,3,2,4,5,4,3,2,5,4,3,5,4,4,4,2,20.463335,420.4349
"222", 986,1,33.09854,"f",3,4,1,1,4,2,4,2,3,3,3,2,4,2,2,3,2,4,2,2,3,3,4,2,3,2,2,4,1,1,3,4,2,4,1,2,2,4,1,25.121191,398.2201
"223", 572,1,38.40820,"f",1,3,3,4,3,2,4,2,3,4,4,4,3,4,1,4,4,4,4,2,4,3,5,4,4,3,4,2,3,4,1,3,4,3,4,4,1,2,4,17.035083,449.6859
"224", 145,1,18.86493,"f",1,3,4,2,3,1,3,3,4,1,1,3,3,3,1,4,4,1,3,1,4,3,2,5,1,1,2,3,4,1,1,3,4,2,1,1,2,2,3,22.654742,378.5267
"225", 481,1,22.01395,"m",3,3,2,1,3,3,1,2,1,3,2,2,5,3,2,2,1,5,4,4,3,1,2,2,3,2,2,2,3,2,2,2,2,2,1,2,3,3,2,20.398054,294.3018
"226", 109,1,18.65957,"m",2,3,1,3,3,2,2,3,4,1,1,2,3,2,1,1,2,3,5,1,4,1,2,5,2,1,3,2,4,1,1,2,4,2,2,1,2,1,1,17.492598,437.0669
"227", 118,1,51.42670,"m",1,4,3,4,5,2,5,5,4,3,1,5,5,4,1,5,4,5,4,3,5,5,5,5,4,1,5,5,1,3,1,5,4,4,3,1,4,5,4,27.077709,427.1914
"228", 437,1,30.16744,"f",3,3,2,4,3,1,3,5,2,1,1,5,5,1,1,3,1,3,2,3,1,3,4,2,2,2,5,5,2,1,2,3,5,3,1,3,2,5,1,24.845808,456.8108
"229", 993,1,29.70259,"f",1,4,4,3,4,1,3,4,4,4,1,4,1,3,1,2,3,4,4,1,5,3,1,4,4,1,2,3,5,2,1,4,4,1,3,1,5,2,3,22.319062,416.2179
"230", 708,1,26.25982,"m",3,4,4,3,5,2,2,4,5,4,1,2,4,3,3,1,4,3,3,4,5,2,4,4,5,3,2,3,4,3,2,1,3,4,4,2,3,4,4,27.100404,472.1384
"231", 668,1,44.23456,"m",1,2,1,1,3,3,2,5,2,1,1,1,5,1,3,1,1,5,2,1,3,2,5,2,1,1,2,5,3,4,3,2,2,5,3,1,1,4,4,15.658884,350.7568
"232", 833,1,48.15915,"f",2,2,1,5,2,2,3,3,5,3,1,3,3,2,2,2,2,3,5,2,5,3,3,5,2,1,5,4,5,2,2,4,5,4,1,2,2,2,2,17.078658,413.3445
"233", 661,1,29.64565,"f",1,3,2,1,3,2,5,4,3,4,1,4,2,2,2,4,2,4,4,3,3,5,3,4,2,2,5,2,3,2,3,5,3,3,2,1,5,3,3,15.383012,311.6670
"234", 941,1,32.53895,"f",4,4,3,5,2,2,4,4,5,4,4,4,3,4,2,3,3,2,4,3,4,4,3,5,5,4,5,2,5,5,3,4,4,4,2,3,3,3,4,19.066076,422.7985
"235", 948,1,31.88263,"f",3,5,2,2,2,3,5,2,3,3,3,4,3,4,3,5,2,1,2,2,3,5,4,4,5,3,5,1,2,4,2,5,2,3,4,3,5,2,3,18.911596,464.1999
"236", 714,1,37.30213,"f",3,5,3,3,5,4,5,5,2,3,3,5,5,4,3,4,2,5,4,3,2,3,3,4,5,2,4,5,2,2,2,5,5,4,2,2,4,5,3,19.711179,416.7347
"237", 321,1,34.88083,"f",1,5,3,4,3,1,4,5,5,3,1,3,3,5,1,5,4,2,5,1,3,4,5,5,5,1,3,3,4,2,1,5,5,3,5,1,3,3,4,16.780486,381.9653
"238", 610,1,49.58178,"f",4,3,1,1,3,4,2,4,1,1,4,2,4,1,4,2,2,4,1,4,2,4,4,1,1,3,3,5,3,1,4,2,1,3,1,4,1,5,2,12.628769,472.6946
"239", 488,1,38.63718,"f",2,5,2,2,4,2,4,3,1,1,4,4,4,4,4,2,3,2,1,2,1,3,4,1,2,1,4,3,1,1,3,4,1,2,1,3,3,3,2,12.853062,466.0559
"240", 466,1,54.10933,"f",1,5,2,1,5,4,4,4,2,4,4,5,5,4,3,4,3,4,4,2,4,2,5,2,2,4,3,4,1,5,3,3,3,4,5,2,3,5,2,10.036365,343.9980
"241", 694,1,52.74727,"f",3,5,3,4,3,2,5,5,5,4,3,4,3,2,3,4,2,4,5,2,3,4,3,3,3,1,5,5,3,1,3,4,3,3,3,2,4,3,2,19.513786,448.5368
"242", 348,1,44.51082,"f",3,2,3,2,1,3,4,1,4,1,3,2,1,4,3,2,2,2,1,3,2,4,3,3,1,2,5,1,2,1,4,2,2,2,3,3,4,2,3,17.724780,424.6603
"243", 148,1,31.32142,"m",2,1,4,3,4,1,1,4,2,4,3,1,4,4,1,1,5,4,2,1,5,1,4,4,4,3,1,5,3,3,4,1,3,5,2,3,1,2,4,26.185164,337.4739
"244", 658,1,46.88281,"f",3,5,4,3,3,3,2,4,4,4,1,4,4,5,2,5,4,4,5,2,5,5,4,5,5,1,5,3,5,5,1,3,5,4,4,2,4,4,4,17.691498,392.2477
"245", 842,1,32.10221,"m",2,4,3,3,3,2,2,1,3,5,1,4,1,5,1,3,5,2,4,2,1,4,1,3,3,1,3,2,4,4,1,3,4,2,3,1,4,3,5,19.930746,430.0791
"246", 825,1,25.86909,"f",2,2,4,2,2,3,4,2,4,5,3,1,1,5,3,1,4,2,3,2,3,1,2,3,3,3,2,2,3,5,3,2,3,1,3,2,1,1,3,23.595301,348.2211
"247", 187,1,32.91737,"m",1,2,5,1,4,2,2,4,3,5,1,2,3,4,1,2,5,3,2,1,3,1,3,3,5,2,2,4,2,5,2,1,2,3,5,1,2,3,5,17.102977,349.3848
"248", 995,1,54.86997,"f",4,4,4,2,1,2,2,4,2,5,4,3,1,5,4,3,5,3,2,4,2,3,3,2,5,4,3,2,3,5,1,1,1,2,5,4,3,3,4,15.547307,354.1896
"249", 622,1,35.97405,"nb",3,2,4,2,2,4,2,2,1,3,4,2,2,3,4,2,2,2,1,4,1,1,2,1,3,3,2,3,1,1,4,1,2,1,5,4,3,2,5,13.051258,367.8492
"250", 448,1,49.12296,"f",2,3,4,4,3,2,4,1,2,5,2,4,4,5,1,5,5,3,4,1,3,4,2,2,4,1,4,2,3,4,1,5,3,4,5,1,4,3,5,18.269064,423.6090
"251",  60,1,19.27124,"f",2,3,1,1,2,1,3,1,2,3,2,3,3,3,2,3,2,3,2,1,2,3,4,3,2,2,2,2,2,3,1,2,2,3,4,1,4,1,2,23.584842,421.2622
"252", 987,1,27.23059,"m",1,5,1,5,3,1,3,2,3,1,1,3,2,1,1,4,1,4,4,1,4,3,3,4,1,1,1,2,4,1,1,4,5,3,1,1,5,2,1,26.857566,391.1214
"253", 287,1,49.15812,"f",1,1,3,1,4,1,1,4,3,3,1,1,2,2,1,1,3,4,3,1,2,1,3,4,2,1,1,4,2,2,1,1,1,2,2,1,1,4,2,13.862395,327.7051
"254", 457,1,31.53863,"m",1,3,3,3,5,3,1,5,5,4,3,2,5,5,3,3,4,5,3,4,2,4,5,2,4,1,3,5,4,5,1,2,2,4,5,3,2,3,3,25.480268,411.5475
"255",  55,1,24.02051,"f",2,1,1,1,4,2,2,5,1,1,4,1,4,2,3,2,2,5,1,3,1,1,4,1,1,3,2,3,1,3,4,2,1,5,3,3,3,3,1,15.407719,369.3180
"256", 645,1,54.38006,"m",3,2,3,3,2,4,2,3,2,5,4,3,3,5,3,1,5,5,2,4,3,2,1,2,4,4,1,4,2,4,3,1,1,3,4,3,1,5,4,15.191650,430.7310
"257", 554,1,23.61850,"m",2,4,1,4,1,2,2,3,2,1,1,3,3,2,1,5,1,2,3,1,4,2,1,2,2,2,4,4,4,2,1,1,2,3,1,2,3,3,3,15.843550,472.2039
"258", 357,1,42.27465,"f",4,5,5,5,2,3,3,3,5,5,4,4,2,5,4,5,5,4,5,4,3,5,1,4,5,4,4,2,2,5,3,4,3,2,5,4,5,3,5,25.426579,366.0419
"259", 965,1,18.56282,"m",2,3,3,3,4,3,3,5,3,4,1,2,4,3,2,2,1,3,3,3,3,3,3,4,2,1,4,3,2,2,1,2,3,3,3,1,3,4,1,21.167773,541.2243
